18:07:45.810 , 74.14e-3
18:07:45.810 , 74.54e-3
18:07:45.810 , 81.39e-3
18:07:45.810 , 89.85e-3
18:07:45.810 , 93.08e-3
18:07:45.810 , 91.87e-3
18:07:45.810 , 72.12e-3
18:07:45.810 , 81.79e-3
18:07:45.810 , 70.11e-3
18:07:45.810 , 91.87e-3
18:07:45.810 , 78.57e-3
18:07:45.810 , 92.27e-3
18:07:45.810 , 72.93e-3
18:07:45.810 , 69.71e-3
18:07:45.810 , 87.84e-3
18:07:45.810 , 90.26e-3
18:07:45.810 , 93.48e-3
18:07:45.810 , 85.42e-3
18:07:45.810 , 80.99e-3
18:07:45.810 , 73.74e-3
18:07:45.810 , 91.06e-3
18:07:45.810 , 100.73e-3
18:07:45.810 , 76.15e-3
18:07:45.810 , 69.71e-3
18:07:45.810 , 72.53e-3
18:07:45.810 , 85.02e-3
18:07:45.810 , 88.64e-3
18:07:45.810 , 89.05e-3
18:07:45.810 , 87.44e-3
18:07:45.810 , 80.99e-3
18:07:45.810 , 72.53e-3
18:07:45.810 , 74.95e-3
18:07:45.810 , 91.47e-3
18:07:45.810 , 87.84e-3
18:07:45.810 , 74.14e-3
18:07:45.810 , 77.36e-3
18:07:45.810 , 84.21e-3
18:07:45.810 , 96.30e-3
18:07:45.810 , 92.67e-3
18:07:45.810 , 89.45e-3
18:07:45.810 , 87.03e-3
18:07:45.810 , 74.95e-3
18:07:45.810 , 77.36e-3
18:07:45.810 , 80.59e-3
18:07:45.810 , 90.26e-3
18:07:45.810 , 85.42e-3
18:07:45.810 , 69.71e-3
18:07:45.810 , 80.18e-3
18:07:45.810 , 84.62e-3
18:07:45.810 , 93.48e-3
18:07:45.810 , 85.02e-3
18:07:45.857 , 88.64e-3
18:07:45.857 , 83.81e-3
18:07:45.857 , 81.79e-3
18:07:45.857 , 87.44e-3
18:07:45.857 , 78.57e-3
18:07:45.857 , 90.26e-3
18:07:45.857 , 83.81e-3
18:07:45.857 , 76.56e-3
18:07:45.857 , 74.54e-3
18:07:45.857 , 89.85e-3
18:07:45.857 , 91.87e-3
18:07:45.857 , 88.24e-3
18:07:45.857 , 80.18e-3
18:07:45.857 , 74.95e-3
18:07:45.857 , 85.82e-3
